date,closest_ims,rain_mm,wind_ms,temp_deg,rain_morning,wind_morning,temp_morning
2020-12-01,78,0,1.47,15.9,0,0.957,13.2
2020-12-02,186,0,1.61,15.5,0,1.1,12.3
2020-12-02,205,0,2.42,15.6,0,2.59,13.7
2020-12-02,259,0,2.19,14.9,0,2.48,12.3
2020-12-02,44,0,2.4,17.5,0,2.41,15.8
2020-12-02,54,0,1.34,15.9,0,1.38,12.5
2020-12-02,67,0,4.07,15.8,0,4.57,13.7
2020-12-02,78,0,1.9,15.7,0,1.88,13.3
2020-12-03,186,0,2.37,16.1,0,1.47,13.4
2020-12-03,205,0,4.94,15.2,0,4.69,13.4
2020-12-03,259,0,2.44,16.3,0,1.83,14.1
2020-12-03,44,0,4.14,18.4,0,5.14,17.6
2020-12-03,54,0,1.53,16.5,0,1.36,12.9
2020-12-03,67,0,6.59,15.8,0,7.21,14.1
2020-12-03,78,0,3.11,16.8,0,3.47,15.4
2020-12-04,186,0,3,17.6,0,3.64,16.2
2020-12-04,205,0,6.6,15.5,0,6.86,14.2
2020-12-04,259,0,2.99,17.8,0,3.46,16.6
2020-12-04,44,0,4.76,19.3,0,5.83,18.1
2020-12-04,54,0,1.49,16.4,0,1.06,13.1
2020-12-04,67,0,6.79,16,0,7.88,14.3
2020-12-04,78,0,2.91,18.6,0,2.25,17.4
2020-12-05,186,0.6,1.25,16,0.5,1.38,15.2
2020-12-05,205,1.6,3.79,14.6,1.6,4.9,14
2020-12-05,259,0,2.05,15.6,0,2.36,14.8
2020-12-05,44,2.1,2.9,17.6,2.1,3.49,17.1
2020-12-05,54,14.7,1.6,16.2,14.7,1.84,14.7
2020-12-05,67,3.4,4.02,15.1,3.2,4.65,14.2
2020-12-05,78,0.3,2.46,17.2,0.2,2.95,16.6
2020-12-06,186,0,1.13,14.4,0,0.959,12.5
2020-12-06,205,0.5,2.33,13.2,0,3.29,11.9
2020-12-06,259,2.1,3.08,14.9,2.1,3,13.3
2020-12-06,44,8,2.5,15.2,0.3,2.71,14.8
2020-12-06,54,5.6,2.29,15.8,5.6,2.18,13.9
2020-12-06,67,8.3,1.98,14.2,0,1.56,13.2
2020-12-06,78,2.6,1.51,14.9,1.5,1.68,13.5
2020-12-07,186,0,1.31,15.5,0,0.71,13.3
2020-12-07,205,0,3.76,13.8,0,3.58,12.5
2020-12-07,259,0,2.78,15.4,0,2.87,13.1
2020-12-07,42,0,4.49,15,0,5.09,14.1
2020-12-07,44,1.2,2.73,17.4,1.2,2.8,15.9
2020-12-07,54,0,1.6,16.5,0,1.61,13.7
2020-12-07,67,0,2.81,14.6,0,2.23,13
2020-12-07,78,0,1.76,16,0,1.16,14.3
2020-12-08,186,0.1,1.4,15.4,0,0.977,12
2020-12-08,205,0,4.38,15.2,0,5.11,13.5
2020-12-08,259,0,2.53,17.3,0,3.04,16.2
2020-12-08,42,0,4.29,17.2,0,4.8,16.6
2020-12-08,44,0,3.64,19,0,4.27,17.4
2020-12-08,54,0,2.52,16.7,0,2.08,13.1
2020-12-08,67,0,4.34,15.8,0,4.28,13.7
2020-12-08,78,0,2.7,17,0,2.68,14.3
2020-12-09,186,0.1,1.11,16.9,0.1,0.769,14.7
2020-12-09,205,3,3.06,15,2.9,3.31,13.8
2020-12-09,259,0.9,1.96,16.4,0.9,1.97,14.7
2020-12-09,42,3.4,2.89,15.8,1.7,2.86,15.1
2020-12-09,44,0.4,1.75,18.5,0,1.69,17
2020-12-09,54,0.3,2.2,18.6,0.3,1.86,16.1
2020-12-09,67,1.4,2.26,16.3,1.2,2.34,15.4
2020-12-09,78,3.9,1.11,17.3,1.2,1.23,15.6
2020-12-10,186,0,1.66,15.3,0,1.48,12
2020-12-10,205,0,2.96,14.7,0,3.32,12.6
2020-12-10,259,0,2.61,15.2,0,2.68,12.3
2020-12-10,42,0,3.75,15.2,0,4.28,14.2
2020-12-10,44,0,1.96,16.9,0,1.97,14.7
2020-12-10,54,0,1.58,16.1,0,1.26,12.3
2020-12-10,67,0,3.3,15.5,0,3.91,13.1
2020-12-10,78,0.1,1.57,15.2,0.1,1.13,12.6
2020-12-11,186,0,1.6,15,0,0.977,11.8
2020-12-11,205,0,4.55,14.7,0,4.2,13
2020-12-11,259,0,2.75,15.5,0,3.08,12.4
2020-12-11,42,0,3.83,16.2,0,4.45,15.1
2020-12-11,44,0,3.15,17.9,0,3.49,16.3
2020-12-11,54,0,1.7,15.5,0,1.68,11.3
2020-12-11,67,0,3.63,15.3,0,2.95,13.4
2020-12-11,78,0,2.33,16,0,1.67,14.2
2020-12-12,186,0,1.2,14.9,0,1.1,11.4
2020-12-12,205,0,4.97,15.4,0,5.85,13.8
2020-12-12,259,0,2.9,17.8,0,3.08,17.2
2020-12-12,42,0,4.8,17.7,0,4.84,16.9
2020-12-12,44,0,3.64,18.8,0,4.66,17.6
2020-12-12,54,0,1.52,15.2,0,1.71,11.4
2020-12-12,67,0,3.72,15.7,0,4.84,13.7
2020-12-12,78,0,2.8,16.5,0,3.11,14.4
2020-12-13,186,0,0.659,16.1,0,0.557,14
2020-12-13,205,0,4.22,17.1,0,4.73,16.1
2020-12-13,259,0,2.28,18,0,2.39,15.3
2020-12-13,42,0,2.25,18.8,0,1.87,18.2
2020-12-13,44,0,1.87,19.3,0,2.05,18
2020-12-13,54,0,1.1,17.5,0,1.02,14
2020-12-13,67,0,3.57,17.1,0,3.4,15.9
2020-12-13,78,0,2.4,17.7,0,2.74,16.3
2020-12-14,186,13.4,1.27,18.4,0,1.42,17.5
2020-12-14,205,12.6,4.7,18.4,0,6.34,18.2
2020-12-14,259,7.3,4.51,23.8,0,6.92,26.2
2020-12-14,42,1.1,5.04,19.8,0,6.56,21.1
2020-12-14,44,0.6,4.04,22,0,5.7,22.4
2020-12-14,54,5.2,3.38,21.7,0,4.78,23.6
2020-12-14,67,4.7,4.56,18.5,0,5.89,18
2020-12-14,78,0,3.08,21.3,0,4.48,22.1
2020-12-15,186,6.4,3.14,14.6,0.5,2.66,13.8
2020-12-15,205,5.6,4.9,13.1,0.4,4.1,12.7
2020-12-15,259,2,3.94,15.7,0,4.51,14.1
2020-12-15,42,8.6,8.58,13.1,1.6,8.87,12.9
2020-12-15,44,7.7,4.36,16.5,0.7,4.37,15.9
2020-12-15,54,0.4,5.04,17.4,0,4.93,15.7
2020-12-15,67,3,4.56,14.4,0.3,4.69,14
2020-12-15,78,0,4.56,15.5,0,4.4,15.1
2020-12-16,186,118,2.54,14.3,65.6,2.85,13.7
2020-12-16,205,78.6,3.15,11.9,47.8,3.73,11.6
2020-12-16,259,23.6,4.16,14.9,15.9,5.14,14.9
2020-12-16,42,29.5,5.18,12.9,12.6,5.38,12.5
2020-12-16,44,21.6,3.12,16.3,9.3,3.29,15.4
2020-12-16,54,45.5,4.06,16,22,5.14,15.4
2020-12-16,67,68.8,3.76,13.7,44.6,4.33,13
2020-12-17,205,21.3,3.46,12.7,5.3,3.29,12.2
2020-12-17,44,51.7,2.64,15.4,26.1,2.8,14
2020-12-17,67,30.9,3.81,13.7,16.1,3.77,12.8
2020-12-17,78,10.5,2.1,15.5,0,2.21,14.4
2020-12-17,186,64.5,2.03,14.3,38.4,2.15,13.5
2020-12-17,42,51,3.2,12.9,17,3.38,12.4
2020-12-17,259,8.2,2.91,14.1,0.6,2.86,13.4
2020-12-17,54,21.5,2.76,14.9,2.9,2.57,14.1
2020-12-18,44,4.1,2.02,15.4,0.1,2.22,13.8
2020-12-18,186,0.9,1.25,14.2,0.1,1.52,11.9
2020-12-18,78,0.6,1.12,15.1,0.2,0.898,12.8
2020-12-18,42,0.7,2.77,13.9,0,3.05,13.1
2020-12-18,67,0.1,2.23,14,0.1,2.11,12.6
2020-12-18,205,1,2.29,13.2,0.3,2.6,11.5
2020-12-18,259,0.4,1.83,14.5,0.1,1.84,12.6
2020-12-18,54,3.5,1.61,15.6,0.1,1.4,13.4
2020-12-19,44,0,1.28,14.8,0,1.1,13
2020-12-19,186,0,1.33,14.1,0,0.938,11
2020-12-19,78,0,1.5,14.3,0,1.39,11.6
2020-12-19,42,0,3.81,14.2,0,4.59,13
2020-12-19,67,0,3.19,14,0,3.72,11.7
2020-12-19,205,0,2.41,13.8,0,2.9,11.8
2020-12-19,259,0,2.01,13.9,0,1.98,11.4
2020-12-19,54,0,1.41,14.8,0,1.21,10.9
2020-12-20,205,0,4.08,14.6,0,4.91,12.6
2020-12-20,44,0,2.8,16.1,0,3.95,15.4
2020-12-20,67,0,4.62,14.5,0,5.35,12.4
2020-12-20,78,0,1.65,14.8,0,1.43,12.3
2020-12-20,186,0,1.6,14.9,0,0.887,11.9
2020-12-20,42,0,5.67,14.3,0,7.02,13.1
2020-12-20,259,0,2.08,14.1,0,1.83,11.5
2020-12-20,54,0,1.08,14.7,0,0.857,10.7
2020-12-21,205,0,5.13,15,0,6.21,13.4
2020-12-21,44,0,2.93,17.2,0,3.08,16.2
2020-12-21,67,0,5.09,14.7,0,5.48,12.5
2020-12-21,78,0,2.35,15.7,0,2.27,14.3
2020-12-21,186,0,1.54,15.5,0,1.01,12.7
2020-12-21,42,0,6.46,14.8,0,7.5,13.8
2020-12-21,259,0,2,13.9,0,1.95,11
2020-12-21,54,0,1.3,14.5,0,1.12,10.5
2020-12-22,205,0,3.29,14.8,0,2.54,13.4
2020-12-22,44,0,1.41,15,0,1.31,12.6
2020-12-22,67,0,2.64,15.3,0,2,14.2
2020-12-22,78,0,1.07,14.3,0,0.641,11.4
2020-12-22,186,0,1.33,14.6,0,0.887,11.8
2020-12-22,42,0,2.72,15.5,0,2.55,14.7
2020-12-22,259,0,2.51,14,0,2.89,11.6
2020-12-22,54,0,1.46,14.9,0,1.43,11.4
2020-12-23,205,5,2.52,13.8,2.9,1.15,12.9
2020-12-23,44,0,2.23,16.2,0,2.44,15.2
2020-12-23,67,0,2.88,15.1,0,2.26,13.9
2020-12-23,78,1.8,1.22,15.3,1.8,0.948,13.4
2020-12-23,186,9.2,0.958,14.3,6.8,0.669,12.5
2020-12-23,42,10.1,2.76,14.5,7.9,2.54,13.8
2020-12-23,259,0.6,2.43,14.6,0.1,2.45,12.9
2020-12-23,54,0.1,2.07,16.1,0,1.74,13.9
2020-12-24,205,0.4,2.75,13.1,0.4,2.13,11.7
2020-12-24,44,2.1,1.96,16.3,2.1,1.2,14.5
2020-12-24,67,10.8,2.55,14.3,10.8,1.87,13.2
2020-12-24,78,4.7,1.23,15.2,4.7,0.954,13
2020-12-24,186,4.8,1.37,14,4.8,1.17,12.2
2020-12-24,42,2.8,3.35,13.7,2.8,3.45,12.9
2020-12-24,259,6.3,2.21,13.8,5,2.56,12.9
2020-12-24,54,6.4,1.75,16.1,6.3,1.81,14.7
2020-12-25,205,0,4.64,11.4,0,4.9,9.14
2020-12-25,44,0,3.77,14.9,0,4.26,13.2
2020-12-25,67,0,5,11.9,0,5.81,9.5
2020-12-25,78,0,2.3,13.1,0,2.29,11
2020-12-25,186,0,2.08,12.4,0,1.22,9.5
2020-12-25,42,0,5.24,11.8,0,5.88,10.6
2020-12-25,259,0,2.56,13.5,0,2.51,11.3
2020-12-25,54,0,1.61,13.8,0,1.35,9.93
2020-12-26,44,0,6.71,16.4,0,6.49,14.6
2020-12-26,186,0,4.42,14.8,0,4.71,13
2020-12-26,78,0,5.05,15.7,0,5.1,14.6
2020-12-26,42,0,11.3,12.3,0,11.7,10.8
2020-12-26,67,0,9.82,13.1,0,9.29,11
2020-12-26,205,0,8.84,13,0,9.78,11.6
2020-12-26,259,0,7.99,15.7,0,7.81,14.6
2020-12-26,54,0,3.66,15.8,0,3.11,13.5
2020-12-27,205,0,9.62,12.3,0,10.4,10.7
2020-12-27,44,0,8.97,16.1,0,9.21,15
2020-12-27,67,0,11.7,12.5,0,11.5,10.8
2020-12-27,78,0,5.92,15.8,0,5.82,14.7
2020-12-27,186,0,5.2,15.1,0,5.17,13.5
2020-12-27,42,0,14,11.9,0,14.9,11
2020-12-27,259,0,8.67,16.1,0,8.01,15.1
2020-12-27,54,0,3.46,16.4,0,2.93,14.2
2020-12-28,205,0,11,10.8,0,11.6,9.28
2020-12-28,44,0,7.58,14.8,0,7.41,13.4
2020-12-28,67,0,9.79,11.7,0,9.59,9.79
2020-12-28,78,0,6.99,14.5,0,7.52,13.2
2020-12-28,186,0,5.44,14.2,0,5.6,12.7
2020-12-28,42,0,14.8,10.8,0,16,9.82
2020-12-28,259,0,7.86,14.5,0,8.64,12.9
2020-12-28,54,0,2.89,15.1,0,2.69,13
2020-12-29,205,0,6.96,12.2,0,7.55,10.8
2020-12-29,44,0,5.87,15.7,0,6.29,14.3
2020-12-29,67,0,7.17,12.4,0,7.3,10.5
2020-12-29,78,0,4.62,15.6,0,4.7,14.4
2020-12-29,186,0,3.37,14.6,0,2.79,12.4
2020-12-29,42,0,9.07,11.5,0,9.31,10.1
2020-12-29,259,0,2.82,15,0,2.66,12.8
2020-12-29,54,0,1.39,14,0,1.02,9.74
2020-12-30,205,0,6.31,13,0,6.84,11.1
2020-12-30,44,0,5,16.2,0,6.64,15.2
2020-12-30,67,0,7.35,13.3,0,7.3,11.1
2020-12-30,78,0,3.89,15.3,0,3.98,13.7
2020-12-30,186,0,2.6,14.6,0,1.64,12.2
2020-12-30,42,0,9.95,12.9,0,10.8,11.5
2020-12-30,259,0,3.88,16.1,0,3.91,15.2
2020-12-30,54,0,1.84,14.2,0,1.14,9.55
2020-12-31,205,0,7.3,14.1,0,7.17,12.2
2020-12-31,44,0,5.83,17.6,0,7.23,16.3
2020-12-31,67,0,7.59,14.5,0,8.8,12.3
2020-12-31,78,0,3.72,16.9,0,4.28,15.3
2020-12-31,186,0,2.66,16.3,0,2.41,14
2020-12-31,42,0,8.78,13.9,0,10.2,12.5
2020-12-31,259,0,3.86,17.1,0,3.53,15.2
2020-12-31,54,0,1.46,14.9,0,0.843,10.9
2021-01-01,44,0,4.74,18.5,0,5.42,17.3
2021-01-01,186,0,1.73,16,0,1.51,13.5
2021-01-01,78,0,3.17,17.3,0,2.93,16.4
2021-01-01,42,0,6.67,14.5,0,7.29,13.1
2021-01-01,67,0,5.42,15.1,0,5.78,13
2021-01-01,205,0,5.56,15,0,6.43,13.6
2021-01-01,259,0,1.9,14.4,0,1.78,11.8
2021-01-01,54,0,1.31,14.6,0,1.04,10.9
2021-01-02,44,0,3.47,17.5,0,4.49,17.4
2021-01-02,186,0,2.25,16,0,1.66,13.6
2021-01-02,78,0,2.51,17,0,2.57,16.1
2021-01-02,42,0,5.82,14.6,0,5.75,13.3
2021-01-02,67,0,5.08,15,0,4.98,13
2021-01-02,205,0,5.58,15.2,0,6.47,13.8
2021-01-02,259,0,1.79,14.9,0,1.58,12.8
2021-01-02,54,0,1.4,14.9,0,1.08,11.7
2021-01-03,205,0,4.2,16.5,0,4.82,15
2021-01-04,205,0,4.98,15.9,0,4.58,13.9
2021-01-03,44,0,4.1,19.4,0,6.02,19.3
2021-01-04,44,0,5.18,19.5,0,6.36,18.9
2021-01-03,67,0,6.79,16.6,0,7.38,15
2021-01-04,67,0,6.69,16.8,0,7.41,15
2021-01-03,78,0,2.2,17.4,0,2.37,16.4
2021-01-04,78,0,3.25,17.3,0,3.34,15.1
2021-01-03,186,0,1.86,17.4,0,1.5,15.4
2021-01-04,186,0,2.1,17.1,0,1.1,13.8
2021-01-03,42,0,8.42,16,0,9.87,15.3
2021-01-04,42,0,8.28,16.4,0,8.8,15.5
2021-01-03,259,0,1.74,14.1,0,1.44,12.3
2021-01-04,259,0,2.3,15.2,0,1.39,11.9
2021-01-03,54,0,1.27,14.9,0,0.974,12.2
2021-01-04,54,0,1.3,15.4,0,0.985,11.3
2021-01-05,205,0,7.8,16.5,0,8.96,15.3
2021-01-06,205,0,5.3,16.3,0,5.2,14.6
2021-01-05,44,0,5.67,20.1,0,6.47,19
2021-01-06,44,0,4.92,20.3,0,5,18.9
2021-01-05,67,0,7.64,16.5,0,9.05,14.5
2021-01-06,67,0,5.61,16.4,0,5.6,14.4
2021-01-05,78,0,4.44,19.6,0,4.67,18.2
2021-01-06,78,0,3.08,18.7,0,2.87,17
2021-01-05,186,0,3.37,18.2,0,3.77,16.7
2021-01-06,186,0,1.72,17.2,0,1.02,14.2
2021-01-05,42,0,9.24,15.8,0,9.87,14.3
2021-01-06,42,0,6.47,16.3,0,6.47,15.1
2021-01-05,259,0,2.98,18,0,2.87,15.9
2021-01-06,259,0,1.52,15.8,0,1.69,12.5
2021-01-05,54,0,1.47,16.1,0,1.08,12.9
2021-01-06,54,0,1.53,17,0,1.17,14.2
2021-01-07,205,0,5.48,16.7,0,6.39,15.3
2021-01-08,205,0,6.85,15.4,0,7.45,13.8
2021-01-07,44,0,4.8,20.3,0,5.61,19.5
2021-01-08,44,0,4.64,19,0,5.16,17.8
2021-01-07,67,0,5.83,17,0,6.71,15.3
2021-01-08,67,0,6.63,15.6,0,6.7,13.4
2021-01-07,78,0,3.17,19.4,0,3.35,18.2
2021-01-08,78,0,3.59,17.5,0,4.05,16.6
2021-01-07,186,0,2.63,18.5,0,2.65,16.8
2021-01-08,186,0,2.23,16.1,0,1.65,13.3
2021-01-07,42,0,7.01,16.3,0,7.7,15
2021-01-08,42,0,8.46,15.3,0,8.98,13.6
2021-01-07,259,0,2.52,18.9,0,2.7,16.7
2021-01-08,259,0,4.8,19.1,0,6.67,17.7
2021-01-07,54,0,1.45,17,0,0.907,13.4
2021-01-08,54,0,2.04,16.2,0,1.42,11.8
2021-01-01,28,0,4.18,13.7,0,4.26,12
2021-01-02,28,0,3.33,14.4,0,3.18,12.9
2021-01-03,28,0,3.6,14.9,0,3.97,13.3
2021-01-04,28,0,4.78,15.7,0,5.19,13.7
2021-01-05,28,0,4.68,16.2,0,5.95,14.3
2021-01-06,28,0,4.17,15.9,0,4.37,14.1
2021-01-07,28,0,4.57,15.8,0,4.84,13.9
2021-01-08,28,0,5.62,15,0,5.3,13.4
2021-01-09,259,0,4.02,19.2,0,4.56,17.7
2021-01-09,44,0,5.45,19.3,0,6.5,17.8
2021-01-09,186,0,2.77,17.2,0,3.01,15.5
2021-01-09,78,0,4.45,18.9,0,5.6,18.1
2021-01-09,42,0,9.92,15.6,0,10.9,14
2021-01-09,67,0,7.41,15.8,0,7.8,13.6
2021-01-09,205,0,7.42,15.7,0,8.48,13.9
2021-01-09,28,0,5.17,15.3,0,5.95,13.3
2021-01-09,54,0,1.69,15.5,0,1.34,11.2
2021-01-10,205,0,4.37,16.2,0,5.41,13.8
2021-01-10,44,0,4.55,19.9,0,6.3,18.9
2021-01-10,67,0,5.28,16.2,0,6.01,14.2
2021-01-10,78,0,2.5,17.6,0,3.23,15.6
2021-01-10,186,0,1.66,16.5,0,1.19,13.2
2021-01-10,42,0,6.43,16,0,7.27,15
2021-01-10,259,0,1.72,15.9,0,1.58,13.4
2021-01-10,54,0,1.5,15.3,0,1.2,11.3
2021-01-10,28,0,4.38,15.7,0,4.93,14
2021-01-11,205,0,3.4,16.8,0,4.41,14.1
2021-01-11,44,0,1.99,18.5,0,2.7,17.9
2021-01-11,67,0,4.19,16.3,0,4.76,13.9
2021-01-11,78,0,1.73,16.1,0,1.65,13.2
2021-01-11,186,0,1.29,16.1,0,0.81,12.2
2021-01-11,42,0,4.6,17.1,0,5.45,15.9
2021-01-11,259,0,2.08,17.4,0,1.8,15.5
2021-01-11,54,0,1.39,16.1,0,1.07,11.2
2021-01-11,28,0,4.75,15.7,0,5.21,13.6
2021-01-12,205,0,5.76,16.9,0,6.2,14.5
2021-01-12,44,0,3.78,20.5,0,4,19.5
2021-01-12,67,0,4.09,17.2,0,4.44,14.3
2021-01-12,78,0,3.23,18.5,0,3.13,16.8
2021-01-12,186,0,2.01,17.1,0,1.11,13.1
2021-01-12,42,0,4.7,17.9,0,4.55,16.2
2021-01-12,259,0,2.81,18.7,0,3.43,16.2
2021-01-12,54,0,1.85,17.8,0,2.14,13.5
2021-01-12,28,0,3.35,16.8,0,3.08,15
2021-01-13,205,0,5.69,15.8,0,5.81,14.6
2021-01-13,44,0,4.36,20.6,0,4.77,19.7
2021-01-13,67,0,4.23,16.3,0,4.82,15.3
2021-01-13,78,0,2.35,17.8,0,2.19,16.4
2021-01-13,186,0,1.44,15.8,0,1.14,13.4
2021-01-13,42,0,7.32,19,0,6.37,18.7
2021-01-13,259,0,4.46,20.8,0,3.69,19.8
2021-01-13,54,0,3.1,18.3,0,1.82,14.7
2021-01-13,28,0,4.02,17.2,0,4.52,16.3
2021-01-14,205,17.6,4.38,12.2,2.1,3.49,12.1
2021-01-14,44,20.3,2.98,15.8,0.8,3.08,16.4
2021-01-14,67,54,4.75,13.2,0.9,3.79,13.3
2021-01-14,78,13.4,2.28,15.2,2.3,1.9,15
2021-01-14,186,26,2.1,14,3.1,1.84,13.9
2021-01-14,42,20.7,6.11,12.1,5.9,5.76,12.4
2021-01-14,259,26.4,3.65,15.4,4.2,3.65,14.2
2021-01-14,54,20.4,5.08,16.9,6,4.2,16.7
2021-01-14,28,1.8,5.98,11.8,1.7,4.66,10.4
2021-01-15,205,3.9,2.88,11.6,1.5,2.81,10.9
2021-01-15,44,11.5,3.2,15,0.5,3.22,15.4
2021-01-15,67,5.7,3.63,12.2,0.1,3.47,11.5
2021-01-15,78,11.9,2.46,14.9,0.3,1.7,14.9
2021-01-15,186,2.7,1.83,12.7,0.1,1.01,10.5
2021-01-15,42,12.9,5.33,11.7,0.1,5.43,11.7
2021-01-15,259,4.4,3.08,12.4,3.9,3.48,11.6
2021-01-15,54,2.4,3.03,13.8,0.3,3.02,13.3
2021-01-15,28,3.5,3.86,9.42,0.1,3.04,7.7
2021-01-16,205,0.1,3.5,11.1,0,3.64,10.1
2021-01-17,205,55.3,5.07,10.3,29.7,3.24,8.83
2021-01-16,44,0,3.77,14.6,0,3.63,13.6
2021-01-17,44,21.2,4.47,14.6,1.1,4.07,13.8
2021-01-16,67,0,3.46,12.4,0,2.81,10.8
2021-01-17,67,17.6,6.62,12.4,1.2,4.97,11.2
2021-01-16,78,0.3,2.65,13.5,0,2.07,12.1
2021-01-17,78,53.4,3.99,13.6,31.1,4.33,12.4
2021-01-16,186,0,2,12.5,0,0.895,10
2021-01-17,186,22,4.04,12.7,6.5,2.47,11
2021-01-16,42,0.2,6.01,12,0,5.48,11.8
2021-01-17,42,35.3,8.28,11.2,15.2,7.31,10.6
2021-01-16,259,0,3.24,11.7,0,3.4,9.66
2021-01-17,259,0.3,4.96,14,0,5.75,13.1
2021-01-16,54,0,2.71,12.2,0,1.8,8.84
2021-01-17,54,0.6,6.58,14.9,0,5.93,13.1
2021-01-16,28,0,2.68,8.91,0,1.86,7.3
2021-01-17,28,0,4.64,9.85,0,3.74,8.43
2021-01-18,205,25.6,3.44,9.95,13.3,2.97,9.07
2021-01-18,44,24.3,3.24,13.6,3.7,3.42,13.5
2021-01-18,67,30.5,4.32,10.6,13.2,3.46,9.92
2021-01-18,78,10.5,2.38,14,4.6,2.4,14
2021-01-18,186,31.2,2.05,11.6,7.5,1.85,10.9
2021-01-18,42,17,5.02,10.3,1.8,3.9,10.1
2021-01-18,259,48.6,3.61,10.6,16.9,4.06,9.9
2021-01-18,54,38.6,3.6,12.2,18.8,3.15,11.4
2021-01-18,28,0.1,5.21,8.39,0.1,5.45,7.4
2021-01-19,205,22.1,5.29,9.71,4.8,7.23,9.89
2021-01-19,44,34.3,4.3,13.1,6.7,5.52,12.9
2021-01-19,67,11,6.41,11,0.1,8.06,10.9
2021-01-19,78,15.8,4.19,12.9,6.4,5.68,12.4
2021-01-19,186,15.3,2.76,11.7,0.3,3.4,11.6
2021-01-19,42,51.5,8.64,9.59,12.4,11.3,9.33
2021-01-19,259,4,5.11,12.1,0,6.26,11
2021-01-19,54,10.5,5.65,12.6,0,6.53,11.4
2021-01-19,28,0,5.14,8.14,0,4.37,6.52
2021-01-20,205,13.9,6.67,8.17,7.7,7.3,8.27
2021-01-20,44,5.9,5.48,13.1,0.5,6.39,13.7
2021-01-20,67,7,6.93,10.3,1.1,8.54,10.9
2021-01-20,78,6.4,3.2,12.7,3.7,3.89,13.3
2021-01-20,186,10.6,3.24,11.1,3.5,3.33,11.1
2021-01-20,42,8.1,5.93,9.14,1.2,7.09,9.41
